GeneID	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000035655	0.679964227048717	0.892631893458567	0.056281894908547	19	44472677	44495832	-1	protein_coding	rad21b	RAD21 cohesin complex component b [Source:ZFIN;Acc:ZDB-GENE-060503-223]
ENSDARG00000104490	0.679990286384862	0.892631893458567	0.0577615612907706	5	13867883	13872719	-1	processed_transcript	si:ch211-185j11.3	si:ch211-185j11.3 [Source:ZFIN;Acc:ZDB-GENE-060526-63]
ENSDARG00000043797	0.680189720299983	0.892834111038367	0.025746861916846	17	4903020	4947809	1	protein_coding	cdc5l	CDC5 cell division cycle 5-like (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-040426-821]
ENSDARG00000001057	0.680325339032686	0.892875279299231	0.0235509916943709	22	513105	520242	-1	protein_coding	bysl	bystin-like [Source:ZFIN;Acc:ZDB-GENE-040426-1287]
ENSDARG00000005544	0.6803402490449	0.892875279299231	-0.0540706364363744	1	50547250	50553802	1	protein_coding	btbd3a	BTB (POZ) domain containing 3a [Source:ZFIN;Acc:ZDB-GENE-090312-7]
ENSDARG00000004297	0.680357254914146	0.892875279299231	0.0199524767074218	17	11173098	11175893	-1	protein_coding	irf2bpl	interferon regulatory factor 2 binding protein-like [Source:ZFIN;Acc:ZDB-GENE-040426-1968]
ENSDARG00000024381	0.680542103538393	0.89303336270965	0.0280209584923937	19	776399	791207	-1	protein_coding	msto1	misato 1, mitochondrial distribution and morphology regulator [Source:ZFIN;Acc:ZDB-GENE-030131-6238]
ENSDARG00000071040	0.680568508991935	0.89303336270965	0.0505928191886365	20	197642	200295	-1	protein_coding	smim8	small integral membrane protein 8 [Source:ZFIN;Acc:ZDB-GENE-050522-423]
ENSDARG00000002937	0.680663093564901	0.893043832395899	0.0310944546216628	1	50831295	50881287	1	protein_coding	meis1a	Meis homeobox 1 a [Source:ZFIN;Acc:ZDB-GENE-020122-3]
ENSDARG00000075643	0.680693595173959	0.893043832395899	-0.0530156236999383	3	29810935	29818115	1	protein_coding	ifi35	interferon-induced protein 35 [Source:ZFIN;Acc:ZDB-GENE-100311-2]
ENSDARG00000100498	0.680712684812369	0.893043832395899	-0.0454393486915589	3	13332244	13338732	1	protein_coding	CABZ01079251.1	
ENSDARG00000099754	0.680892675842063	0.893200529598905	-0.0510326925648134	3	44862940	44869912	-1	protein_coding	ftr94	finTRIM family, member 94 [Source:ZFIN;Acc:ZDB-GENE-131122-61]
ENSDARG00000042826	0.680922939447165	0.893200529598905	-0.0371438445853416	12	8445995	8466435	-1	protein_coding	egr2b	early growth response 2b [Source:ZFIN;Acc:ZDB-GENE-980526-283]
ENSDARG00000099631	0.681013944747804	0.893234027079709	0.029194484335097	16	41518497	41537991	-1	protein_coding	cmtm6	CKLF-like MARVEL transmembrane domain containing 6 [Source:ZFIN;Acc:ZDB-GENE-030729-15]
ENSDARG00000015254	0.681039293281556	0.893234027079709	-0.0343858095602387	8	20830940	20844477	1	protein_coding	fzr1a	fizzy/cell division cycle 20 related 1a [Source:ZFIN;Acc:ZDB-GENE-040426-712]
ENSDARG00000013581	0.681237744275879	0.893406691752818	-0.0543563727333049	13	28651248	28653431	-1	protein_coding	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3 [Source:HGNC Symbol;Acc:HGNC:18817]
ENSDARG00000101156	0.681261775013587	0.893406691752818	0.0570329850567797	4	75903885	75969887	-1	protein_coding	slco1f2	solute carrier organic anion transporter family, member 1F2 [Source:ZFIN;Acc:ZDB-GENE-080305-3]
ENSDARG00000076435	0.681624994055575	0.893815477483309	-0.0559012606881094	5	67206376	67218144	-1	protein_coding	abhd10a	abhydrolase domain containing 10a [Source:ZFIN;Acc:ZDB-GENE-060526-144]
ENSDARG00000079585	0.681664368522424	0.893815477483309	0.0350027043619436	5	31230323	31257192	-1	protein_coding	pkn3	protein kinase N3 [Source:ZFIN;Acc:ZDB-GENE-030131-1902]
ENSDARG00000102762	0.682110748373858	0.894313439799568	0.0527156115129863	6	23462442	23506668	1	protein_coding	pik3r5	phosphoinositide-3-kinase, regulatory subunit 5 [Source:ZFIN;Acc:ZDB-GENE-030131-2308]
ENSDARG00000061635	0.68213506434613	0.894313439799568	0.0445114239360618	18	38918910	39061370	1	protein_coding	myo5aa	myosin VAa [Source:ZFIN;Acc:ZDB-GENE-041027-2]
ENSDARG00000090424	0.682228220647204	0.894337948987914	-0.054656099878733	24	25547851	25550105	1	protein_coding	camk2n2	calcium/calmodulin-dependent protein kinase II inhibitor 2 [Source:ZFIN;Acc:ZDB-GENE-040718-389]
ENSDARG00000011196	0.682273671670031	0.894337948987914	-0.0182159448908802	23	30781306	30798378	1	protein_coding	dnajc11a	DnaJ (Hsp40) homolog, subfamily C, member 11a [Source:ZFIN;Acc:ZDB-GENE-030131-1673]
ENSDARG00000007753	0.682290153040599	0.894337948987914	0.0531835910252741	18	17671336	17714396	1	protein_coding	cpne2	copine II [Source:ZFIN;Acc:ZDB-GENE-030131-7896]
ENSDARG00000055129	0.682363318587064	0.894374256391667	-0.0323139110290275	25	29219404	29223895	1	protein_coding	pim3	Pim-3 proto-oncogene, serine/threonine kinase [Source:ZFIN;Acc:ZDB-GENE-050809-111]
ENSDARG00000099590	0.682469405424014	0.894436827872664	-0.0468180016840697	4	62412720	62414493	-1	protein_coding	ENSDARG00000099590	
ENSDARG00000039265	0.682503943280983	0.894436827872664	0.0572838768021826	23	25062846	25088852	1	protein_coding	arhgap4a	Rho GTPase activating protein 4a [Source:ZFIN;Acc:ZDB-GENE-040426-1229]
ENSDARG00000099974	0.682613383018944	0.894436827872664	0.054975220850767	12	25933693	25973150	-1	protein_coding	ldb3b	LIM domain binding 3b [Source:ZFIN;Acc:ZDB-GENE-030131-6032]
ENSDARG00000014746	0.682651408290467	0.894436827872664	0.0565303970763648	3	27853316	28297356	-1	protein_coding	rbfox1	RNA binding protein, fox-1 homolog (C. elegans) 1 [Source:ZFIN;Acc:ZDB-GENE-040927-11]
ENSDARG00000088084	0.682696188920643	0.894436827872664	0.0529727051712675	3	30956667	30959719	1	protein_coding	si:dkey-66i24.8	si:dkey-66i24.8 [Source:ZFIN;Acc:ZDB-GENE-130531-72]
ENSDARG00000097071	0.682697595891137	0.894436827872664	0.0430487987020955	23	32474275	32477498	-1	protein_coding	PIFO	primary cilia formation [Source:HGNC Symbol;Acc:HGNC:27009]
ENSDARG00000103498	0.68272934627157	0.894436827872664	0.0379124286834753	5	37237092	37239157	1	protein_coding	epd	ependymin [Source:ZFIN;Acc:ZDB-GENE-980526-111]
ENSDARG00000032970	0.682824210335392	0.894501534463738	-0.0300316115480784	18	30529585	30531987	1	protein_coding	cox4i1	cytochrome c oxidase subunit IV isoform 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5175]
ENSDARG00000103186	0.682915510349853	0.894505696578675	0.0560612717955511	4	74723830	74754136	1	protein_coding	si:ch73-389k6.1	si:ch73-389k6.1 [Source:ZFIN;Acc:ZDB-GENE-091204-408]
ENSDARG00000098378	0.682954201952608	0.894505696578675	0.0471629899157479	7	73733986	73751807	1	lincRNA	si:ch211-7c8.2	si:ch211-7c8.2 [Source:ZFIN;Acc:ZDB-GENE-141222-98]
ENSDARG00000029500	0.683046584245433	0.894505696578675	0.0433695804725999	7	59344162	59359437	1	protein_coding	rpl34	ribosomal protein L34 [Source:ZFIN;Acc:ZDB-GENE-040426-1033]
ENSDARG00000103813	0.683073617531969	0.894505696578675	-0.0547086965084105	KN150046.1	15555	87808	1	protein_coding	ENSDARG00000103813	
ENSDARG00000059600	0.68307908296683	0.894505696578675	-0.043158805954585	5	58360470	58409978	1	protein_coding	rabep1	rabaptin, RAB GTPase binding effector protein 1 [Source:ZFIN;Acc:ZDB-GENE-060526-165]
ENSDARG00000088277	0.683143962212212	0.894505696578675	-0.0544489542498248	19	43060098	43082178	-1	protein_coding	susd5	sushi domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-120215-196]
ENSDARG00000093438	0.683145700762616	0.894505696578675	0.0483467936378324	1	8290389	8293852	-1	lincRNA	si:ch73-191k20.4	si:ch73-191k20.4 [Source:ZFIN;Acc:ZDB-GENE-090313-142]
ENSDARG00000099973	0.683282280646451	0.894624982867169	-0.0429515894724844	17	12891428	12904465	-1	protein_coding	ctage5	CTAGE family, member 5 [Source:ZFIN;Acc:ZDB-GENE-040426-872]
ENSDARG00000017329	0.683757614394879	0.895187755924238	0.0499010799165746	13	36567320	36577332	-1	protein_coding	cdkl1	cyclin-dependent kinase-like 1 (CDC2-related kinase) [Source:ZFIN;Acc:ZDB-GENE-040808-34]
ENSDARG00000063672	0.683977958601963	0.895391947173997	0.0331238993715591	4	1619906	1640099	-1	protein_coding	TULP3	tubby like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425]
ENSDARG00000103028	0.684087794643273	0.895391947173997	-0.044176190814131	2	58217805	58221387	-1	protein_coding	CABZ01052487.1	
ENSDARG00000061439	0.684147600336889	0.895391947173997	0.0503725029072147	18	40481634	40487673	1	protein_coding	ugt5c3	UDP glucuronosyltransferase 5 family, polypeptide C3 [Source:ZFIN;Acc:ZDB-GENE-050419-23]
ENSDARG00000001880	0.684184590012207	0.895391947173997	-0.0428120658476256	14	21401884	21454101	1	protein_coding	stx3a	syntaxin 3A [Source:ZFIN;Acc:ZDB-GENE-040426-1489]
ENSDARG00000015876	0.684202769124666	0.895391947173997	0.0556485098263402	15	8448640	8541484	-1	protein_coding	npas3b	neuronal PAS domain protein 3b [Source:ZFIN;Acc:ZDB-GENE-060503-934]
ENSDARG00000022261	0.684231947077481	0.895391947173997	0.0541961906111313	9	5884055	5914090	1	protein_coding	pdzk1	PDZ domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-031222-1]
ENSDARG00000055835	0.684232207306162	0.895391947173997	0.0536140145032462	8	26248961	26269367	1	protein_coding	slc26a6	solute carrier family 26, member 6 [Source:ZFIN;Acc:ZDB-GENE-081105-83]
ENSDARG00000096667	0.684525951504183	0.895628929319643	-0.0531124207489576	1	25974158	25977496	1	protein_coding	si:dkey-25o16.2	si:dkey-25o16.2 [Source:ZFIN;Acc:ZDB-GENE-121214-307]
ENSDARG00000105384	0.684530526784354	0.895628929319643	-0.0539660166737649	7	5856060	5857076	1	protein_coding	ENSDARG00000105384	
ENSDARG00000103053	0.684552407141023	0.895628929319643	0.0468806768488909	14	11001200	11004753	-1	unprocessed_pseudogene	si:ch211-67o16.8	si:ch211-67o16.8 [Source:ZFIN;Acc:ZDB-GENE-141216-25]
ENSDARG00000005651	0.68459542378375	0.895628929319643	0.0367725998561596	7	49365841	49378572	-1	protein_coding	hrasb	-Ha-ras Harvey rat sarcoma viral oncogene homolog b [Source:ZFIN;Acc:ZDB-GENE-050522-466]
ENSDARG00000076490	0.684725196250216	0.895698242149953	0.0294520454847196	3	17913131	17931184	1	protein_coding	ankrd40	ankyrin repeat domain 40 [Source:ZFIN;Acc:ZDB-GENE-120612-2]
ENSDARG00000024124	0.684814556699846	0.895698242149953	-0.035801325657267	22	26257721	26269652	-1	protein_coding	sde2	SDE2 telomere maintenance homolog (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-050417-270]
ENSDARG00000099851	0.684853019891078	0.895698242149953	-0.0363812218037509	6	59793427	59802013	-1	protein_coding	GPR180	G protein-coupled receptor 180 [Source:HGNC Symbol;Acc:HGNC:28899]
ENSDARG00000102112	0.684882935097414	0.895698242149953	0.0380962683755496	2	51639197	51643949	-1	protein_coding	BX677667.1	
ENSDARG00000098201	0.684888151610965	0.895698242149953	-0.0506901124987167	8	3876368	3974415	-1	protein_coding	mtmr3	myotubularin related protein 3 [Source:ZFIN;Acc:ZDB-GENE-091204-465]
ENSDARG00000076933	0.684921608378811	0.895698242149953	-0.0509333765201958	7	9476221	9557990	-1	protein_coding	aldh1a3	aldehyde dehydrogenase 1 family, member A3 [Source:ZFIN;Acc:ZDB-GENE-061128-2]
ENSDARG00000013075	0.684970740469158	0.895702947269082	0.0360278322887149	14	30217047	30280036	1	protein_coding	mrpl11	mitochondrial ribosomal protein L11 [Source:ZFIN;Acc:ZDB-GENE-040718-294]
ENSDARG00000076965	0.68509813363288	0.895757200237572	-0.0352638738440166	22	12579525	12601328	-1	protein_coding	cep70	centrosomal protein 70 [Source:ZFIN;Acc:ZDB-GENE-070705-311]
ENSDARG00000017794	0.685103303216627	0.895757200237572	-0.0535507368686634	7	58397278	58416032	1	protein_coding	sdr16c5b	short chain dehydrogenase/reductase family 16C, member 5b [Source:ZFIN;Acc:ZDB-GENE-040426-2861]
ENSDARG00000079985	0.685166858647087	0.895759646906209	0.033355208199652	4	17583519	17640468	-1	protein_coding	nrip2	nuclear receptor interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9425]
ENSDARG00000098877	0.685344169673032	0.895759646906209	0.0519771222062936	KN149695.1	52920	60511	-1	protein_coding	BX510909.1	
ENSDARG00000032238	0.685388713810197	0.895759646906209	0.0536934846629937	20	14922901	15029301	-1	protein_coding	dnm3a	dynamin 3a [Source:ZFIN;Acc:ZDB-GENE-040724-76]
ENSDARG00000007289	0.685426142979979	0.895759646906209	-0.0529520853292999	1	56656255	56668369	1	protein_coding	METRNL (1 of many)	meteorin, glial cell differentiation regulator-like [Source:HGNC Symbol;Acc:HGNC:27584]
ENSDARG00000104905	0.685437373124083	0.895759646906209	0.0512041035838721	KN149711.1	22	7872	-1	protein_coding	TMEM241 (1 of many)	transmembrane protein 241 [Source:HGNC Symbol;Acc:HGNC:31723]
ENSDARG00000014531	0.685492533223615	0.895759646906209	0.0248929001782204	21	43490336	43513695	1	protein_coding	atg4a	autophagy related 4A, cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-050522-430]
ENSDARG00000019986	0.685495315967987	0.895759646906209	-0.0524540846726686	1	19142866	19152602	-1	protein_coding	grhprb	glyoxylate reductase/hydroxypyruvate reductase b [Source:ZFIN;Acc:ZDB-GENE-040426-1847]
ENSDARG00000097963	0.685522394921467	0.895759646906209	-0.0531700663391733	11	32242563	32247483	1	lincRNA	si:dkey-15k16.1	si:dkey-15k16.1 [Source:ZFIN;Acc:ZDB-GENE-131120-17]
ENSDARG00000105292	0.685542150796734	0.895759646906209	-0.0555632058245511	11	6072620	6077528	1	processed_transcript	si:ch73-112j3.1	si:ch73-112j3.1 [Source:ZFIN;Acc:ZDB-GENE-141219-39]
ENSDARG00000099625	0.685560545176807	0.895759646906209	0.0497510608426127	7	43592985	43771456	1	lincRNA	si:dkey-97l11.1	si:dkey-97l11.1 [Source:ZFIN;Acc:ZDB-GENE-141216-127]
ENSDARG00000032049	0.685613293930713	0.895766747734838	-0.0291214448157652	20	36517068	36714434	-1	protein_coding	enah	enabled homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-010323-11]
ENSDARG00000094025	0.685687656938578	0.895766747734838	-0.0566994887137288	5	22453094	22470841	-1	protein_coding	si:dkey-237j10.2	si:dkey-237j10.2 [Source:ZFIN;Acc:ZDB-GENE-100922-206]
ENSDARG00000090386	0.685702592008092	0.895766747734838	-0.0436356548100777	15	28854011	28869384	-1	protein_coding	cd3eap	CD3e molecule, epsilon associated protein [Source:ZFIN;Acc:ZDB-GENE-101202-2]
ENSDARG00000104111	0.685866176081476	0.89591392018543	0.0301234612387163	5	52324832	52357459	-1	protein_coding	mrps30	mitochondrial ribosomal protein S30 [Source:ZFIN;Acc:ZDB-GENE-050809-4]
ENSDARG00000025074	0.685906341212576	0.89591392018543	-0.0367329319682245	1	55755085	55765235	-1	protein_coding	slc25a10	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1095]
ENSDARG00000040072	0.686035735203732	0.89602343451249	-0.0241527499329275	3	35997689	36005656	1	protein_coding	scpep1	serine carboxypeptidase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-890]
ENSDARG00000039543	0.686180123196581	0.896107387937314	-0.0358484230265189	13	4866847	4872153	1	protein_coding	mrps6	mitochondrial ribosomal protein S6 [Source:ZFIN;Acc:ZDB-GENE-060825-59]
ENSDARG00000096462	0.686210186491716	0.896107387937314	-0.0383502167685634	4	40428682	40429497	1	antisense	si:dkeyp-82h4.2	si:dkeyp-82h4.2 [Source:ZFIN;Acc:ZDB-GENE-120709-84]
ENSDARG00000075158	0.686257121856905	0.896107387937314	0.0563867050205509	7	31230388	31347061	-1	protein_coding	igdcc3	immunoglobulin superfamily, DCC subclass, member 3 [Source:ZFIN;Acc:ZDB-GENE-080303-24]
ENSDARG00000078169	0.686282549697472	0.896107387937314	-0.045882940921482	22	9443132	9483379	1	protein_coding	cacna2d2b	calcium channel, voltage-dependent, alpha 2/delta subunit 2b [Source:ZFIN;Acc:ZDB-GENE-060503-99]
ENSDARG00000068130	0.686349059471916	0.896107387937314	0.0542391728201982	5	29069785	29071464	-1	protein_coding	SPACA9	zgc:153740 [Source:ZFIN;Acc:ZDB-GENE-060825-33]
ENSDARG00000087421	0.686373342181461	0.896107387937314	0.0244209998993559	2	2788236	2800194	-1	protein_coding	serbp1b	SERPINE1 mRNA binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-031118-196]
ENSDARG00000079252	0.686601092447103	0.896282090968234	0.0382443461247133	12	9811633	9838233	1	protein_coding	fam117ab	family with sequence similarity 117, member Ab [Source:ZFIN;Acc:ZDB-GENE-080515-7]
ENSDARG00000098860	0.686666705834903	0.896282090968234	-0.0552812515963353	5	62317947	62371520	-1	protein_coding	FAM57A	family with sequence similarity 57 member A [Source:HGNC Symbol;Acc:HGNC:29646]
ENSDARG00000076442	0.686678493502841	0.896282090968234	0.0397791771509017	4	75673766	75732453	-1	protein_coding	zgc:174310	zgc:174310 [Source:ZFIN;Acc:ZDB-GENE-081022-6]
ENSDARG00000011515	0.686689410451032	0.896282090968234	0.0564051157185	8	40236764	40248638	1	protein_coding	orai1a	ORAI calcium release-activated calcium modulator 1a [Source:ZFIN;Acc:ZDB-GENE-110721-1]
ENSDARG00000003020	0.6867647837634	0.896320996643434	-0.0561810072290878	18	10327404	10329338	-1	protein_coding	lrrc4.2	leucine rich repeat containing 4.2 [Source:ZFIN;Acc:ZDB-GENE-030131-7997]
ENSDARG00000021239	0.686818320088722	0.896331398823409	0.0473441500126974	4	17854738	18074738	1	protein_coding	apaf1	apoptotic peptidase activating factor 1 [Source:ZFIN;Acc:ZDB-GENE-000616-4]
ENSDARG00000040116	0.687094192821427	0.896527683437063	0.0528586762960053	8	890309	913992	-1	protein_coding	znf366	zinc finger protein 366 [Source:ZFIN;Acc:ZDB-GENE-110408-46]
ENSDARG00000043562	0.687135578098564	0.896527683437063	-0.0542211881052671	17	23529093	23532044	1	protein_coding	zgc:65997	zgc:65997 [Source:ZFIN;Acc:ZDB-GENE-040426-1502]
ENSDARG00000074012	0.687136513228909	0.896527683437063	-0.0504273102466838	7	6311482	6312858	-1	protein_coding	si:ch1073-159d7.7	si:ch1073-159d7.7 [Source:ZFIN;Acc:ZDB-GENE-160113-58]
ENSDARG00000061138	0.687151028579157	0.896527683437063	0.0346560032896641	22	28286616	28358870	1	protein_coding	senp7b	SUMO1/sentrin specific peptidase 7b [Source:ZFIN;Acc:ZDB-GENE-060531-45]
ENSDARG00000039390	0.687303940882405	0.896621632642198	-0.0419365995286459	13	28134384	28135469	-1	protein_coding	sdhaf4	succinate dehydrogenase complex assembly factor 4 [Source:ZFIN;Acc:ZDB-GENE-040724-116]
ENSDARG00000019278	0.687358141108612	0.896621632642198	-0.0563880873378952	2	5383221	5399514	1	protein_coding	GNB4	G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]
ENSDARG00000079248	0.687359779383069	0.896621632642198	-0.0561305570035538	5	65997251	66023374	-1	protein_coding	mn1b	meningioma 1b [Source:ZFIN;Acc:ZDB-GENE-080917-23]
ENSDARG00000026180	0.687406667692338	0.896623337986604	0.0429319173304063	15	28316284	28329756	-1	protein_coding	prpf8	pre-mRNA processing factor 8 [Source:ZFIN;Acc:ZDB-GENE-030131-577]
ENSDARG00000095030	0.687476772620362	0.896655323843996	0.054502026753706	4	71776521	71807051	-1	protein_coding	FP016229.1	
ENSDARG00000074498	0.687611735499232	0.896767477672718	0.0397280104169094	7	36281135	36347613	1	protein_coding	chd9	chromodomain helicase DNA binding protein 9 [Source:ZFIN;Acc:ZDB-GENE-030131-497]
ENSDARG00000012295	0.6876539389566	0.896767477672718	0.0336549863998123	9	38590117	38597381	1	protein_coding	bcs1l	BC1 (ubiquinol-cytochrome c reductase) synthesis-like [Source:ZFIN;Acc:ZDB-GENE-040426-938]
ENSDARG00000001437	0.687747896409075	0.896795754331191	0.0526415343378128	23	22273916	22286084	1	protein_coding	slc2a1a	solute carrier family 2 (facilitated glucose transporter), member 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3158]
ENSDARG00000007278	0.687814337434244	0.896795754331191	0.0254404952782766	11	10404945	10472696	-1	protein_coding	ect2	epithelial cell transforming 2 [Source:ZFIN;Acc:ZDB-GENE-040831-2]
ENSDARG00000054448	0.687828111325612	0.896795754331191	-0.055370051761081	23	44851096	44860798	-1	protein_coding	kif1c	kinesin family member 1C [Source:ZFIN;Acc:ZDB-GENE-090312-119]
ENSDARG00000097158	0.687857980852474	0.896795754331191	-0.0555033316493589	12	39270246	39273129	-1	lincRNA	si:dkeyp-2g11.2	si:dkeyp-2g11.2 [Source:ZFIN;Acc:ZDB-GENE-131125-18]
ENSDARG00000104078	0.68791020247646	0.896804400087113	0.0529820474181	22	1379542	1390958	1	protein_coding	zgc:113336	zgc:113336 [Source:ZFIN;Acc:ZDB-GENE-050320-55]
ENSDARG00000086355	0.687964043540894	0.896810131986922	-0.0554670501449902	13	51036508	51107364	1	protein_coding	ENSDARG00000086355	
ENSDARG00000037998	0.688005780174604	0.896810131986922	-0.0406584281654884	16	10396686	10425457	-1	protein_coding	flot1b	flotillin 1b [Source:ZFIN;Acc:ZDB-GENE-020430-2]
ENSDARG00000055610	0.688054105814231	0.896813697023041	-0.0352862709034457	20	26673366	26724952	-1	protein_coding	exoc2	exocyst complex component 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1160]
ENSDARG00000015128	0.688150987190621	0.89682350553324	0.0432424331734564	3	29763124	29768388	-1	protein_coding	rpl27	ribosomal protein L27 [Source:ZFIN;Acc:ZDB-GENE-030131-4343]
ENSDARG00000013023	0.688152813406472	0.89682350553324	-0.0467363685013639	1	32964602	32990212	1	protein_coding	nsun3	NOP2/Sun domain family, member 3 [Source:ZFIN;Acc:ZDB-GENE-050706-95]
ENSDARG00000087196	0.688353086519641	0.896979863702032	-0.0453576484610859	7	34018901	34020425	1	protein_coding	fibinb	fin bud initiation factor b [Source:ZFIN;Acc:ZDB-GENE-050417-423]
ENSDARG00000027824	0.688368971265945	0.896979863702032	-0.0229531984631344	24	42133360	42144919	1	protein_coding	top1mt	topoisomerase (DNA) I, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040624-2]
ENSDARG00000059298	0.688409587835371	0.896979863702032	-0.0383320401354135	11	3970016	3974351	1	protein_coding	spcs1	signal peptidase complex subunit 1 [Source:ZFIN;Acc:ZDB-GENE-050809-130]
ENSDARG00000068819	0.688485294012203	0.896995144270695	0.0438760637751642	10	34207426	34227565	1	unprocessed_pseudogene	si:dkey-10b15.11	si:dkey-10b15.11 [Source:ZFIN;Acc:ZDB-GENE-141212-220]
ENSDARG00000100082	0.688512515039562	0.896995144270695	-0.0354067016166595	21	6540249	6591403	-1	protein_coding	AP3B1	adaptor related protein complex 3 beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:566]
ENSDARG00000024311	0.68856862960893	0.897008841922997	0.0354264940451557	13	28655364	28666619	1	protein_coding	nsmce4a	NSE4 homolog A, SMC5-SMC6 complex component [Source:ZFIN;Acc:ZDB-GENE-050522-111]
ENSDARG00000062164	0.688752026275515	0.897188339107718	-0.0340665003471996	13	13875126	14051219	1	protein_coding	atrn	attractin [Source:ZFIN;Acc:ZDB-GENE-090312-21]
ENSDARG00000099783	0.688971198392964	0.897407954201548	-0.0540815390329264	14	2204772	2245103	-1	protein_coding	pcdh2ac	protocadherin 2 alpha c [Source:ZFIN;Acc:ZDB-GENE-041118-12]
ENSDARG00000061634	0.689036346163538	0.897407954201548	0.0513368220729842	15	25503449	25513529	1	protein_coding	aifm4	apoptosis-inducing factor, mitochondrion-associated, 4 [Source:ZFIN;Acc:ZDB-GENE-070112-2282]
ENSDARG00000057334	0.689057482601809	0.897407954201548	-0.0362681155800621	4	14728263	14737845	1	protein_coding	cmasa	cytidine monophosphate N-acetylneuraminic acid synthetase a [Source:ZFIN;Acc:ZDB-GENE-050420-277]
ENSDARG00000019339	0.689211764673963	0.897453413881198	0.0453227466032092	8	8660500	8665845	1	protein_coding	uxt	ubiquitously-expressed, prefoldin-like chaperone [Source:ZFIN;Acc:ZDB-GENE-040912-118]
ENSDARG00000104087	0.689215294643506	0.897453413881198	0.0560365559519644	7	73601726	73602239	1	protein_coding	zgc:173552	zgc:173552 [Source:ZFIN;Acc:ZDB-GENE-080220-24]
ENSDARG00000011190	0.689229257460386	0.897453413881198	0.0453719216753971	10	42761087	42833263	1	protein_coding	fgfr1b	fibroblast growth factor receptor 1b [Source:ZFIN;Acc:ZDB-GENE-060503-14]
ENSDARG00000069498	0.689275462777349	0.897454171848903	-0.0419054315729653	21	25639492	25649163	-1	protein_coding	phkg1b	phosphorylase kinase, gamma 1b (muscle) [Source:ZFIN;Acc:ZDB-GENE-050522-52]
ENSDARG00000077571	0.689509728005219	0.89769977229404	-0.0334373782540385	23	43468921	43500479	-1	protein_coding	zgc:174862	zgc:174862 [Source:ZFIN;Acc:ZDB-GENE-080303-29]
ENSDARG00000069733	0.68957705418402	0.897728010116072	-0.0501975801833373	13	15051181	15082591	1	protein_coding	mavs	mitochondrial antiviral signaling protein [Source:ZFIN;Acc:ZDB-GENE-070112-1402]
ENSDARG00000043899	0.689678031368015	0.897781962587945	-0.0413029344688391	15	47333100	47341926	-1	protein_coding	psma6l	proteasome subunit alpha 6, like [Source:ZFIN;Acc:ZDB-GENE-010502-2]
ENSDARG00000021913	0.689709776759139	0.897781962587945	0.0443012674933553	20	33805439	33834952	1	protein_coding	ak9	adenylate kinase 9 [Source:ZFIN;Acc:ZDB-GENE-041014-337]
ENSDARG00000104771	0.689918161571724	0.897935326739477	-0.0278908169464098	22	3994583	4010640	1	protein_coding	timm44	translocase of inner mitochondrial membrane 44 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-030131-145]
ENSDARG00000092636	0.689918892193608	0.897935326739477	0.0558698174574053	18	24750702	24754189	1	processed_transcript	si:ch211-260c23.1	si:ch211-260c23.1 [Source:ZFIN;Acc:ZDB-GENE-050420-390]
ENSDARG00000097465	0.690024828698688	0.898013787980939	0.0336715689976348	17	24796785	24802400	-1	protein_coding	trmt61b	tRNA methyltransferase 61B [Source:ZFIN;Acc:ZDB-GENE-131127-35]
ENSDARG00000010442	0.690098156685885	0.898049804192118	-0.0412260714105984	1	51496039	51503188	1	protein_coding	rnf11a	ring finger protein 11a [Source:ZFIN;Acc:ZDB-GENE-040426-1277]
ENSDARG00000070858	0.69020405548548	0.898123235275995	-0.0498586378547851	1	45809794	45814468	-1	protein_coding	si:busm1-105l16.2	si:busm1-105l16.2 [Source:ZFIN;Acc:ZDB-GENE-030616-108]
ENSDARG00000088466	0.690250196726766	0.898123235275995	0.0433564178778946	24	42921	46367	1	protein_coding	ENSDARG00000088466	
ENSDARG00000098363	0.690345264618479	0.898123235275995	-0.055777019705249	15	12479779	12484654	-1	lincRNA	si:ch211-150g5.4	si:ch211-150g5.4 [Source:ZFIN;Acc:ZDB-GENE-131127-268]
